pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Dt. Vcto'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '0810-PIS'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '13/05/2024'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '18208.052.011/2023-17'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'DEVEDOR PRINCIPAL'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Situação: ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '60.7.24.005262-04'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '0810-PIS'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '13/05/2024'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '18208.051.987/2023-64'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'DEVEDOR PRINCIPAL'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Situação: ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Pendência - Parcelamento (SISPAR) _______________________________________________________________________________'
pdf-processor-1  | CNPJ encontrado: 08.697.901/0001-96
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Conta'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '011214311'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'TRANSACAO POR ADESAO - EDITAL PGDAU N 06/2024'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Modalidade: DEMAIS DEBITOS - DEMAIS PESSOAS JURIDICAS - DEBITOS COM MAIS DE 15 ANOS - REDUCAO ATE 65%'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Parcelamento com Exigibilidade Suspensa (SISPAR) ________________________________________________________________'
pdf-processor-1  | CNPJ encontrado: 08.697.901/0001-96
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Conta'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '010230490'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'TRANSACAO POR ADESAO - EDITAL PGDAU N 02/2024 - DEMAIS DEBITOS'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Modalidade: PESSOA NATURAL, MICROEMPRESA E PEQUENO PORTE - PEQUENO VALOR - REDUCAO ATE 50% - ATE 12 MESES'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '010230508'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'TRANSACAO POR ADESAO - EDITAL PGDAU N 02/2024 - DEMAIS DEBITOS'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Modalidade: PESSOA NATURAL, MICROEMPRESA E PEQUENO PORTE - PEQUENO VALOR - REDUCAO ATE 50% - ATE 12 MESES'
pdf-processor-1  | CNPJ encontrado: 49.559.724/0001-69
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Conta'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '012482253'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'PARCELAMENTO CONVENCIONAL'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Modalidade: PARCELAMENTO SEM GARANTIA - PESSOA JURIDICA - DIVIDA NAO PREVIDENCIARIA - ATE 15 MILHOES DE REAIS'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '16/04/2025 11:07:15'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'CNPJ: 08.697.901 - SINAURB SERVICOS E EMPREENDIMENTOS LTDA'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): '_________________________________________________________________________________________________________________'
pdf-processor-1  | Linha pulada (sem CNPJ ou header não pulado): 'Final do Relatório'
pdf-processor-1  | Nenhum item de débito parseado com sucesso.
pdf-processor-1  | Dados extraídos (Pendências Débito): 0 itens
pdf-processor-1  | Nenhum item encontrado. Texto pode estar em formato diferente do esperado.
pdf-processor-1  | Extração local concluída.
pdf-processor-1  | INFO:     172.18.0.4:39530 - "POST /api/extraction/extract HTTP/1.1" 200 OK
nginx-proxy-1    | 185.191.127.222 - - [24/Apr/2025:14:05:18 +0000] "GET / HTTP/1.1" 301 169 "-" "-"
